sensor_id,location,source_type,district,date,time,turbidity_ntu,ph,bacterial_count_cfu_ml,nitrate_mg_l,chlorine_mg_l,temperature_celsius,contamination_flag
IOT_W001,Village_A_Well,well,Assam,2026-02-01,11:30,2.3710123071903166,7.4049305121523465,5,0.4394426809497243,0.5651120681223976,27.255313390485135,0
IOT_W001,Village_A_Well,well,Assam,2026-02-02,16:04,1.4905354971792173,6.763712858409874,96,0.6043003248026613,1.8417271120844825,27.31941692018868,0
IOT_W001,Village_A_Well,well,Assam,2026-02-03,10:24,4.113616657620115,7.85823170970465,49,1.1343048123209365,0.5405181322854389,27.019195568436704,0
IOT_W001,Village_A_Well,well,Assam,2026-02-04,09:03,2.926100566736218,7.6735815146091895,8,0.2865046510343372,1.6713082616611312,27.484137255342265,0
IOT_W001,Village_A_Well,well,Assam,2026-02-05,10:49,4.858006551053283,6.856898216286568,19,0.38048460686256114,1.4387074847119825,29.566561241736157,0
IOT_W001,Village_A_Well,well,Assam,2026-02-06,08:00,1.6994030759517298,8.113682145421913,7,8.944500185411867,1.959322010518625,21.952940339349283,0
IOT_W001,Village_A_Well,well,Assam,2026-02-07,14:44,49.297736545381944,7.697821107878843,9338,53.33664044981977,0.3851360546872404,28.583220766891746,1
IOT_W001,Village_A_Well,well,Assam,2026-02-08,14:40,2.984971688240589,7.922662453056797,99,3.4441696766346785,1.1984581627014972,21.00948993872273,0
IOT_W001,Village_A_Well,well,Assam,2026-02-09,14:54,3.8808148636502016,7.437704506293658,27,1.2861486626827179,1.8820340624024485,25.441127167597713,0
IOT_W001,Village_A_Well,well,Assam,2026-02-10,14:10,4.973543261171485,7.033278171845927,97,9.98687771578648,1.8679213559912256,21.662295343491856,0
IOT_W001,Village_A_Well,well,Assam,2026-02-11,10:19,6.703023559474857,5.92207502161564,5329,35.77959117597507,0.06816179267315553,23.33663575850748,1
IOT_W001,Village_A_Well,well,Assam,2026-02-12,10:08,1.0160076396576956,7.408285094982627,40,0.9724038013184599,0.7650055619641343,24.99312113520382,0
IOT_W001,Village_A_Well,well,Assam,2026-02-13,14:47,1.8062404181347957,7.754893166321551,22,0.8050679800950977,0.6150046533081032,21.48220435924979,0
IOT_W001,Village_A_Well,well,Assam,2026-02-14,12:11,0.6021908307360846,8.441886267065549,42,2.0378894782407952,1.0653453695214954,28.502159295204773,0
IOT_W001,Village_A_Well,well,Assam,2026-02-15,12:33,2.8325207819832188,7.033824217279558,87,5.49735895540644,1.8718900377960606,26.086000645759587,0
IOT_W001,Village_A_Well,well,Assam,2026-02-16,13:22,2.4119161214681877,7.386735240984475,58,6.054622455757572,1.5065961570989232,22.886497813821762,0
IOT_W001,Village_A_Well,well,Assam,2026-02-17,16:14,4.658428707012235,6.610734116581418,75,0.6799876236555524,0.9649982447671599,28.068910263284344,0
IOT_W001,Village_A_Well,well,Assam,2026-02-18,16:32,0.3237831627019022,7.757665848467857,90,5.708206431848572,1.6790680325687302,23.857794568950325,0
IOT_W001,Village_A_Well,well,Assam,2026-02-19,13:29,1.3285673038251673,7.031970113014199,5,7.865313981305652,0.6276563643277215,27.981218051926096,0
IOT_W001,Village_A_Well,well,Assam,2026-02-20,09:26,0.5503477623496827,7.506465810033491,8,9.474595573588285,0.6343219407858116,20.928486570758505,0
IOT_W001,Village_A_Well,well,Assam,2026-02-21,10:10,2.713747962815978,7.721773821843058,99,4.946647587998686,1.0985859209671618,22.031948610295704,0
IOT_W001,Village_A_Well,well,Assam,2026-02-22,11:12,0.0962314755002508,7.117633637327321,44,4.5722984807864675,1.7208556243718447,25.46213911396675,0
IOT_W001,Village_A_Well,well,Assam,2026-02-23,12:34,2.2065496493026977,6.651314395022566,17,7.429423633797484,0.6066548049814411,22.757930327639674,0
IOT_W001,Village_A_Well,well,Assam,2026-02-24,09:42,0.8336418685920088,8.203402400774102,38,5.532850014475149,1.2236186044323047,23.537883023345103,0
IOT_W001,Village_A_Well,well,Assam,2026-02-25,12:33,3.0037487827114746,6.975203619257002,6,9.583345218675834,1.2714776353790294,29.059096491760776,0
IOT_W001,Village_A_Well,well,Assam,2026-02-26,14:18,3.6700462504685243,8.357997351106386,96,1.460166162613924,1.4162749307908955,22.10009441593445,0
IOT_W001,Village_A_Well,well,Assam,2026-02-27,14:54,0.7586210528642356,7.559716052091798,42,9.112751295527909,1.8462247243442595,21.20621221853657,0
IOT_W001,Village_A_Well,well,Assam,2026-02-28,13:05,1.4372961966325115,7.888003167886487,95,4.074446011078361,0.5073165445331104,29.523562379212343,0
IOT_W001,Village_A_Well,well,Assam,2026-03-01,13:30,2.9026189896839,6.932098567370746,48,1.7953336357306249,0.6658762681964497,25.9830636680617,0
IOT_W001,Village_A_Well,well,Assam,2026-03-02,12:46,3.5801996155668014,8.240477430036496,99,8.207014885389917,0.6942735965028741,25.81849576677889,0
IOT_W001,Village_A_Well,well,Assam,2026-03-03,16:36,3.6094698757512447,8.362372594219668,91,1.9732153236879812,1.312618999324871,21.842577076521728,0
IOT_W001,Village_A_Well,well,Assam,2026-03-04,08:37,2.191863754074978,7.530694202357649,53,5.49489988731088,1.5526139447181464,23.799624861025645,0
IOT_W001,Village_A_Well,well,Assam,2026-03-05,15:57,4.5363651260676985,7.055197216019856,28,0.7167711211312877,1.6615496714748021,21.809294439000247,0
IOT_W001,Village_A_Well,well,Assam,2026-03-06,17:12,1.0474800924133505,6.6027982972102786,2,9.94773075703423,0.5326960967235153,29.735843641442358,0
